Time,Data1,Data2,Battery,Motor Rev A,Motor Rev B,Motor Rev C,ADC S1,ADC S2,ADC S3,ADC S4,I2C
71940,-5,-3,8100,0,139,-194,-3756,0,0,0,80
71960,-8,-6,8073,0,139,-194,-3911,0,0,0,80
71980,-11,-9,8100,0,138,-194,-4025,0,0,0,80
72000,-12,-10,8073,0,138,-195,-4195,0,0,0,80
72020,-15,-14,8087,0,138,-196,-4356,0,0,0,80
72040,-18,-17,8073,0,138,-198,-4570,0,0,0,80
72060,-22,-22,8087,0,138,-200,-4786,0,0,0,80
72080,-27,-28,8059,0,137,-202,-4981,0,0,0,80
72100,-28,-29,8045,0,136,-204,-4763,0,0,0,79
72120,-25,-26,8073,0,134,-207,-4476,0,0,0,80
72140,-25,-27,8087,0,132,-210,-4113,0,0,0,80
72160,-23,-25,8059,0,130,-213,-3719,0,0,0,80
72180,-22,-24,8073,0,128,-216,-3319,0,0,0,72
72200,-19,-21,8073,0,126,-219,-2819,0,0,0,72
72220,-18,-20,8100,0,123,-222,-2489,0,0,0,72
72240,-15,-18,8087,0,121,-224,-2095,0,0,0,72
72260,-13,-15,8073,0,119,-226,-1818,0,0,0,72
72280,-11,-14,8087,0,118,-228,-1583,0,0,0,72
72300,-8,-11,8100,0,117,-229,-1430,0,0,0,71
72320,-7,-10,8073,0,116,-230,-1373,0,0,0,71
72340,-4,-7,8073,0,115,-231,-1372,0,0,0,71
72360,-6,-8,8087,0,115,-231,-1450,0,0,0,71
72380,-3,-6,8087,0,115,-231,-1563,0,0,0,71
72400,-3,-6,8100,0,115,-231,-1705,0,0,0,72
72420,-3,-6,8087,0,115,-231,-1801,0,0,0,72
72440,-3,-6,8087,0,115,-231,-1889,0,0,0,71
72460,-3,-6,8087,0,115,-231,-1943,0,0,0,71
72480,-3,-6,8100,0,115,-231,-1985,0,0,0,71
72500,-2,-5,8100,0,115,-231,-2006,0,0,0,71
72520,-2,-5,8100,0,115,-231,-1998,0,0,0,71
72540,-1,-4,8114,0,115,-231,-1983,0,0,0,71
72560,-1,-4,8087,0,115,-231,-1938,0,0,0,71
72580,0,-3,8100,0,115,-231,-1878,0,0,0,71
72600,0,-2,8100,0,115,-231,-1802,0,0,0,71
72620,1,-1,8114,0,115,-231,-1706,0,0,0,71
72640,2,0,8100,0,115,-231,-1573,0,0,0,71
72660,3,0,8128,0,116,-231,-1445,0,0,0,72
72680,7,4,8100,0,116,-231,-1285,0,0,0,71
72700,10,7,8100,0,116,-230,-1081,0,0,0,71
72720,11,8,8100,0,116,-230,-862,0,0,0,71
72740,16,14,8087,0,117,-229,-599,0,0,0,71
72760,21,18,8100,0,118,-227,-300,0,0,0,72
72780,30,27,8100,0,120,-225,42,0,0,0,72
72800,39,37,8059,0,122,-223,415,0,0,0,72
72820,47,45,7990,0,125,-219,361,0,0,0,73
72840,40,38,8017,0,129,-215,-435,0,0,0,72
72860,35,33,8045,0,133,-209,-1118,0,0,0,72
72880,35,34,8073,0,137,-204,-1985,0,0,0,72
72900,29,29,8087,0,141,-199,-2765,0,0,0,80
72920,26,26,8087,0,145,-194,-3510,0,0,0,80
72940,18,18,8087,0,149,-190,-4311,0,0,0,80
72960,15,15,8114,0,153,-186,-4790,0,0,0,80
72980,11,11,8100,0,155,-183,-5300,0,0,0,80
73000,7,7,8100,0,157,-180,-5578,0,0,0,80
73020,4,4,8087,0,159,-179,-5724,0,0,0,80
73040,0,0,8100,0,159,-178,-5714,0,0,0,80
73060,-2,-2,8128,0,160,-177,-5603,0,0,0,80
73080,-2,-1,8100,0,159,-177,-5397,0,0,0,80
73100,-4,-3,8100,0,159,-177,-5148,0,0,0,79
73120,-5,-5,8100,0,159,-178,-4990,0,0,0,80
73140,-5,-5,8087,0,159,-178,-4833,0,0,0,80
73160,-5,-4,8087,0,159,-178,-4755,0,0,0,80
73180,-6,-6,8087,0,159,-179,-4689,0,0,0,80
73200,-8,-8,8087,0,159,-179,-4684,0,0,0,80
73220,-9,-9,8073,0,159,-180,-4684,0,0,0,80
73240,-11,-11,8114,0,159,-181,-4728,0,0,0,80
73260,-15,-16,8114,0,158,-182,-4805,0,0,0,80
73280,-21,-22,8087,0,157,-183,-4931,0,0,0,80
73300,-28,-28,8087,0,155,-185,-5072,0,0,0,80
73320,-35,-35,8031,0,152,-188,-5028,0,0,0,80
73340,-34,-34,8031,0,148,-191,-4544,0,0,0,80
73360,-27,-27,8073,0,145,-194,-3630,0,0,0,81
73380,-21,-22,8100,0,141,-198,-2916,0,0,0,80
73400,-16,-16,8087,0,139,-201,-2058,0,0,0,81
73420,-8,-8,8114,0,136,-204,-1381,0,0,0,80
73440,-4,-5,8087,0,135,-206,-981,0,0,0,80
73460,-1,-2,8100,0,134,-208,-733,0,0,0,80
73480,4,3,8087,0,134,-209,-630,0,0,0,80
73500,5,4,8100,0,134,-209,-638,0,0,0,80
73520,7,6,8114,0,134,-208,-751,0,0,0,80
73540,8,7,8087,0,134,-208,-754,0,0,0,80
73560,9,8,8087,0,134,-207,-757,0,0,0,80
73580,14,13,8100,0,135,-206,-703,0,0,0,80
73600,19,18,8073,0,136,-205,-624,0,0,0,80
73620,25,24,8073,0,137,-203,-489,0,0,0,80
73640,33,32,8073,0,140,-201,-334,0,0,0,80
73660,39,38,8031,0,143,-198,-437,0,0,0,80
73680,34,34,8017,0,146,-194,-1324,0,0,0,80
73700,27,26,8059,0,150,-190,-2202,0,0,0,80
73720,22,22,8087,0,154,-185,-3116,0,0,0,80
73740,15,15,8100,0,157,-182,-3969,0,0,0,80
73760,10,10,8087,0,160,-178,-4625,0,0,0,80
73780,3,3,8087,0,162,-176,-5242,0,0,0,80
73800,0,0,8100,0,163,-175,-5532,0,0,0,80
73820,-3,-3,8100,0,164,-174,-5724,0,0,0,80
73840,-9,-9,8087,0,163,-174,-5694,0,0,0,80
73860,-12,-12,8073,0,163,-175,-5611,0,0,0,80
73880,-16,-16,8100,0,162,-176,-5638,0,0,0,80
73900,-22,-22,8100,0,161,-178,-5682,0,0,0,80
73920,-29,-29,8087,0,159,-180,-5803,0,0,0,80
73940,-38,-38,8059,0,156,-183,-5957,0,0,0,80
73960,-45,-45,8031,0,152,-186,-5619,0,0,0,80
73980,-32,-32,8017,0,148,-190,-4360,0,0,0,80
74000,-27,-27,8100,0,144,-195,-3585,0,0,0,80
74020,-22,-22,8100,0,140,-199,-2386,0,0,0,80
74040,-12,-12,8100,0,137,-203,-1596,0,0,0,80
74060,-9,-10,8100,0,134,-206,-942,0,0,0,80
74080,-1,-2,8100,0,133,-209,-364,0,0,0,80
74100,3,1,8114,0,132,-210,-209,0,0,0,80
74120,8,7,8100,0,132,-210,-27,0,0,0,80
74140,11,9,8087,0,133,-210,-164,0,0,0,80
74160,13,11,8100,0,133,-209,-174,0,0,0,80
74180,19,17,8087,0,134,-208,-172,0,0,0,80
74200,25,23,8073,0,136,-206,-96,0,0,0,80
74220,34,32,8059,0,138,-204,16,0,0,0,80
74240,42,41,8045,0,141,-201,87,0,0,0,80
74260,40,39,8017,0,145,-197,-847,0,0,0,79
74280,29,28,8031,0,149,-192,-1838,0,0,0,79
74300,26,26,8087,0,153,-187,-2783,0,0,0,80
74320,18,17,8087,0,157,-183,-3850,0,0,0,80
74340,14,14,8100,0,160,-179,-4564,0,0,0,81
74360,7,7,8100,0,162,-176,-5352,0,0,0,80
74380,0,0,8100,0,164,-174,-5773,0,0,0,80
74400,-3,-3,8114,0,165,-173,-6147,0,0,0,80
74420,-10,-10,8087,0,165,-173,-6196,0,0,0,80
74440,-12,-13,8087,0,165,-174,-6156,0,0,0,80
74460,-16,-17,8073,0,164,-175,-6173,0,0,0,80
74480,-23,-23,8087,0,163,-176,-6263,0,0,0,80
74500,-31,-31,8087,0,160,-178,-6414,0,0,0,79
74520,-43,-43,8045,0,157,-181,-6629,0,0,0,80
74540,-51,-51,8003,0,153,-185,-6361,0,0,0,80
74560,-40,-40,7976,0,149,-190,-5030,0,0,0,80
74580,-33,-33,8059,0,144,-195,-4154,0,0,0,80
74600,-28,-28,8073,0,139,-200,-2804,0,0,0,80
74620,-17,-18,8087,0,135,-205,-1809,0,0,0,80
74640,-15,-16,8100,0,131,-209,-1018,0,0,0,80
74660,-5,-6,8100,0,129,-212,-227,0,0,0,80
74680,0,-2,8100,0,127,-215,139,0,0,0,80
74700,5,3,8100,0,127,-216,466,0,0,0,80
74720,11,9,8100,0,127,-216,384,0,0,0,80
74740,11,9,8087,0,128,-216,273,0,0,0,80
74760,17,15,8087,0,129,-215,195,0,0,0,80
74780,21,19,8087,0,130,-213,168,0,0,0,80
74800,28,26,8087,0,132,-211,229,0,0,0,80
74820,36,35,8059,0,134,-208,291,0,0,0,80
74840,43,41,8003,0,137,-205,-110,0,0,0,80
74860,31,30,8017,0,141,-201,-1239,0,0,0,80
74880,26,25,8100,0,145,-196,-2048,0,0,0,80
74900,21,20,8100,0,149,-192,-3188,0,0,0,80
74920,14,13,8087,0,152,-188,-3970,0,0,0,80
74940,10,9,8100,0,154,-185,-4705,0,0,0,80
74960,2,2,8100,0,156,-182,-5312,0,0,0,80
74980,-2,-2,8100,0,157,-181,-5607,0,0,0,80
75000,-7,-7,8073,0,158,-181,-5798,0,0,0,80
75020,-11,-11,8100,0,157,-181,-5714,0,0,0,80
75040,-12,-12,8100,0,157,-182,-5721,0,0,0,80
75060,-18,-18,8073,0,155,-183,-5736,0,0,0,80
75080,-24,-24,8087,0,154,-184,-5845,0,0,0,80
75100,-33,-33,8087,0,151,-187,-5969,0,0,0,80
75120,-44,-44,8017,0,148,-190,-6122,0,0,0,80
75140,-43,-43,8003,0,144,-194,-5215,0,0,0,80
75160,-31,-31,8045,0,140,-199,-4171,0,0,0,80
75180,-27,-27,8087,0,136,-203,-3328,0,0,0,80
75200,-19,-20,8100,0,132,-208,-2154,0,0,0,80
75220,-14,-15,8114,0,129,-212,-1497,0,0,0,80
75240,-9,-10,8114,0,127,-215,-712,0,0,0,80
75260,0,-2,8087,0,125,-217,-229,0,0,0,80
75280,3,1,8128,0,124,-218,15,0,0,0,80
75300,8,7,8100,0,124,-219,159,0,0,0,80
75320,12,10,8100,0,125,-218,-16,0,0,0,80
75340,14,12,8087,0,126,-218,-2,0,0,0,80
75360,20,18,8087,0,127,-216,-58,0,0,0,80
75380,25,24,8073,0,129,-214,42,0,0,0,80
75400,34,32,8059,0,131,-212,113,0,0,0,80
75420,42,40,8045,0,134,-208,89,0,0,0,80
75440,37,35,8017,0,137,-204,-1025,0,0,0,80
75460,26,25,8045,0,141,-200,-1917,0,0,0,80
75480,24,23,8100,0,145,-195,-2890,0,0,0,80
75500,15,14,8087,0,148,-191,-3866,0,0,0,80
75520,11,10,8087,0,151,-188,-4552,0,0,0,80
75540,4,4,8073,0,153,-185,-5214,0,0,0,80
75560,0,0,8114,0,154,-184,-5533,0,0,0,79
75580,-5,-5,8087,0,155,-183,-5798,0,0,0,79
75600,-9,-9,8100,0,155,-183,-5747,0,0,0,80
75620,-13,-13,8100,0,154,-184,-5713,0,0,0,79
75640,-17,-17,8087,0,153,-185,-5716,0,0,0,79
75660,-23,-23,8073,0,152,-186,-5796,0,0,0,79
75680,-31,-31,8059,0,149,-189,-5909,0,0,0,80
75700,-40,-41,8045,0,146,-192,-6070,0,0,0,80
75720,-46,-46,8017,0,143,-195,-5568,0,0,0,80
75740,-32,-33,8017,0,139,-200,-4277,0,0,0,80
75760,-28,-28,8087,0,134,-205,-3474,0,0,0,80
75780,-20,-21,8087,0,131,-209,-2271,0,0,0,80
75800,-12,-12,8128,0,127,-213,-1458,0,0,0,80
75820,-8,-10,8087,0,125,-216,-759,0,0,0,80
75840,0,-1,8100,0,123,-218,-219,0,0,0,80
75860,4,3,8114,0,123,-219,-37,0,0,0,80
75880,8,7,8114,0,123,-220,71,0,0,0,80
75900,10,8,8087,0,123,-220,-63,0,0,0,80
75920,12,10,8100,0,124,-219,-69,0,0,0,80
75940,17,16,8087,0,125,-218,-96,0,0,0,80
75960,23,22,8100,0,126,-216,-20,0,0,0,80
75980,31,29,8059,0,128,-214,63,0,0,0,80
76000,40,38,8059,0,131,-211,191,0,0,0,80
76020,40,39,8017,0,134,-207,-598,0,0,0,80
76040,30,29,8045,0,138,-202,-1593,0,0,0,80
76060,25,24,8100,0,142,-198,-2433,0,0,0,80
76080,19,19,8100,0,145,-194,-3600,0,0,0,80
76100,12,11,8087,0,149,-190,-4283,0,0,0,80
76120,6,6,8087,0,151,-187,-5081,0,0,0,80
76140,0,0,8100,0,153,-185,-5487,0,0,0,80
76160,-3,-3,8114,0,153,-184,-5760,0,0,0,80
76180,-11,-10,8073,0,153,-184,-5828,0,0,0,80
76200,-11,-11,8073,0,153,-184,-5765,0,0,0,80
76220,-14,-14,8087,0,152,-185,-5787,0,0,0,80
76240,-20,-20,8073,0,151,-186,-5831,0,0,0,80
76260,-28,-28,8073,0,149,-188,-5951,0,0,0,80
76280,-37,-37,8059,0,146,-191,-6092,0,0,0,80
76300,-49,-48,8017,0,143,-194,-6145,0,0,0,80
76320,-41,-41,7990,0,139,-199,-4941,0,0,0,79
76340,-29,-29,8073,0,134,-204,-4012,0,0,0,80
76360,-27,-27,8087,0,130,-208,-2937,0,0,0,80
76380,-18,-19,8087,0,127,-213,-1888,0,0,0,80
76400,-13,-14,8100,0,123,-217,-1187,0,0,0,80
76420,-6,-7,8100,0,121,-220,-359,0,0,0,80
76440,0,0,8100,0,119,-222,-25,0,0,0,80
76460,3,1,8128,0,119,-223,213,0,0,0,80
76480,8,7,8100,0,119,-223,189,0,0,0,80
76500,11,9,8087,0,120,-223,75,0,0,0,80
76520,15,13,8100,0,121,-222,76,0,0,0,80
76540,18,16,8087,0,122,-221,61,0,0,0,80
76560,25,24,8073,0,123,-219,172,0,0,0,80
76580,33,31,8087,0,126,-217,263,0,0,0,80
76600,42,41,8031,0,129,-214,357,0,0,0,80
76620,39,37,8003,0,132,-210,-706,0,0,0,80
76640,27,26,8087,0,136,-205,-1570,0,0,0,80
76660,27,26,8087,0,139,-200,-2488,0,0,0,80
76680,17,16,8128,0,143,-196,-3508,0,0,0,80
76700,13,13,8128,0,146,-193,-4134,0,0,0,80
76720,6,6,8100,0,148,-190,-4871,0,0,0,80
76740,2,2,8100,0,150,-188,-5176,0,0,0,80
76760,-1,-1,8100,0,151,-186,-5463,0,0,0,80
76780,-4,-4,8087,0,151,-186,-5435,0,0,0,80
76800,-6,-6,8087,0,151,-186,-5386,0,0,0,80
76820,-10,-9,8073,0,150,-186,-5312,0,0,0,80
76840,-13,-12,8087,0,149,-187,-5325,0,0,0,80
76860,-18,-17,8073,0,149,-188,-5371,0,0,0,80
76880,-23,-22,8087,0,147,-190,-5449,0,0,0,80
76900,-32,-31,8059,0,145,-192,-5592,0,0,0,80
76920,-42,-42,8031,0,142,-195,-5759,0,0,0,80
76940,-43,-42,8003,0,138,-199,-5042,0,0,0,80
76960,-29,-29,8017,0,134,-203,-3941,0,0,0,80
76980,-26,-26,8087,0,130,-208,-3157,0,0,0,80
77000,-20,-20,8087,0,127,-212,-2016,0,0,0,80
77020,-12,-13,8100,0,123,-216,-1319,0,0,0,80
77040,-7,-8,8100,0,121,-219,-600,0,0,0,80
77060,0,0,8114,0,120,-221,-127,0,0,0,80
77080,2,1,8100,0,119,-222,23,0,0,0,80
77100,8,6,8100,0,120,-222,93,0,0,0,80
77120,11,10,8100,0,120,-222,-33,0,0,0,80
77140,13,12,8100,0,121,-221,2,0,0,0,80
77160,18,17,8087,0,122,-220,7,0,0,0,80
77180,25,24,8087,0,123,-218,135,0,0,0,80
77200,32,31,8087,0,126,-216,238,0,0,0,80
77220,42,40,8031,0,129,-213,336,0,0,0,80
77240,39,38,8031,0,132,-209,-645,0,0,0,80
77260,29,28,8087,0,136,-204,-1538,0,0,0,80
77280,28,27,8087,0,140,-200,-2383,0,0,0,80
77300,19,19,8073,0,143,-195,-3431,0,0,0,80
77320,15,15,8100,0,147,-191,-4091,0,0,0,80
77340,9,9,8087,0,149,-188,-4861,0,0,0,80
77360,3,4,8100,0,151,-186,-5211,0,0,0,80
77380,0,0,8100,0,152,-185,-5531,0,0,0,80
77400,-5,-4,8100,0,153,-184,-5591,0,0,0,80
77420,-7,-6,8087,0,152,-184,-5517,0,0,0,80
77440,-11,-11,8073,0,152,-185,-5411,0,0,0,80
77460,-13,-13,8087,0,151,-186,-5403,0,0,0,80
77480,-18,-18,8059,0,150,-187,-5403,0,0,0,80
77500,-24,-24,8073,0,149,-189,-5473,0,0,0,80
77520,-31,-31,8059,0,146,-191,-5575,0,0,0,80
77540,-41,-41,8031,0,143,-194,-5611,0,0,0,80
77560,-36,-36,8017,0,140,-198,-4658,0,0,0,80
77580,-26,-26,8031,0,136,-202,-3747,0,0,0,80
77600,-24,-24,8087,0,132,-206,-2947,0,0,0,80
77620,-16,-16,8087,0,129,-210,-1935,0,0,0,80
77640,-10,-11,8114,0,127,-214,-1299,0,0,0,80
77660,-4,-5,8100,0,125,-216,-674,0,0,0,81
77680,1,0,8100,0,124,-218,-380,0,0,0,80
77700,4,3,8100,0,123,-218,-172,0,0,0,80
77720,11,9,8100,0,124,-218,-174,0,0,0,80
77740,11,10,8087,0,124,-218,-233,0,0,0,80
77760,15,13,8100,0,125,-217,-210,0,0,0,80
77780,19,18,8087,0,126,-216,-171,0,0,0,80
77800,26,25,8100,0,128,-214,-50,0,0,0,80
77820,34,33,8073,0,130,-211,82,0,0,0,80
77840,43,42,8045,0,133,-208,95,0,0,0,80
77860,37,36,8003,0,137,-204,-1003,0,0,0,80
77880,29,28,8087,0,141,-199,-1805,0,0,0,80
77900,25,25,8100,0,145,-195,-2779,0,0,0,80
77920,17,17,8114,0,148,-190,-3756,0,0,0,80
77940,13,13,8100,0,151,-187,-4467,0,0,0,80
77960,6,6,8100,0,154,-184,-5186,0,0,0,80
77980,2,2,8114,0,155,-182,-5547,0,0,0,80
78000,-3,-3,8100,0,156,-181,-5848,0,0,0,80
78020,-8,-7,8087,0,156,-181,-5854,0,0,0,80
78040,-10,-10,8087,0,156,-181,-5779,0,0,0,80
78060,-14,-14,8087,0,155,-182,-5736,0,0,0,80
78080,-18,-18,8087,0,154,-183,-5784,0,0,0,80
78100,-26,-25,8073,0,152,-185,-5844,0,0,0,80
78120,-34,-33,8059,0,149,-188,-5985,0,0,0,80
78140,-44,-44,8031,0,146,-191,-6047,0,0,0,80
78160,-40,-40,7990,0,143,-195,-4945,0,0,0,80
78180,-28,-28,8031,0,139,-199,-4001,0,0,0,80
78200,-26,-26,8100,0,135,-204,-3081,0,0,0,80
78220,-15,-16,8059,0,131,-208,-1994,0,0,0,80
78240,-12,-13,8087,0,128,-212,-1419,0,0,0,80
78260,-5,-6,8087,0,126,-214,-627,0,0,0,80
78280,0,0,8100,0,125,-216,-329,0,0,0,80
78300,4,3,8114,0,125,-217,-121,0,0,0,80
78320,10,9,8073,0,125,-217,-75,0,0,0,80
78340,10,9,8100,0,125,-217,-216,0,0,0,80
78360,14,12,8100,0,126,-216,-205,0,0,0,80
78380,18,17,8073,0,127,-215,-244,0,0,0,80
78400,24,22,8073,0,129,-213,-143,0,0,0,80
78420,32,30,8073,0,131,-211,-84,0,0,0,80
78440,40,39,8059,0,134,-208,-45,0,0,0,80
78460,35,34,8017,0,137,-204,-1032,0,0,0,80
78480,26,26,8100,0,141,-199,-1887,0,0,0,80
78500,23,22,8100,0,144,-195,-2759,0,0,0,80
78520,15,15,8100,0,147,-191,-3760,0,0,0,80
78540,11,11,8114,0,150,-188,-4369,0,0,0,80
78560,4,4,8114,0,152,-186,-5028,0,0,0,80
78580,0,0,8073,0,153,-184,-5348,0,0,0,80
78600,-5,-5,8087,0,154,-183,-5594,0,0,0,80
78620,-8,-7,8087,0,153,-184,-5540,0,0,0,80
78640,-13,-12,8100,0,153,-184,-5495,0,0,0,80
78660,-15,-15,8073,0,152,-185,-5515,0,0,0,80
78680,-21,-21,8128,0,150,-186,-5572,0,0,0,80
78700,-29,-29,8087,0,148,-188,-5682,0,0,0,80
78720,-38,-38,8045,0,146,-191,-5840,0,0,0,80
78740,-44,-44,8003,0,143,-195,-5519,0,0,0,80
78760,-32,-32,8031,0,139,-199,-4306,0,0,0,80
78780,-27,-28,8100,0,135,-204,-3569,0,0,0,80
78800,-21,-21,8073,0,131,-208,-2451,0,0,0,80
78820,-14,-14,8087,0,128,-212,-1694,0,0,0,80
78840,-10,-11,8087,0,125,-215,-1010,0,0,0,80
78860,-2,-3,8100,0,124,-217,-433,0,0,0,81
78880,1,0,8087,0,123,-219,-221,0,0,0,80
78900,7,6,8114,0,123,-219,-59,0,0,0,81
78920,9,8,8087,0,123,-219,-205,0,0,0,81
78940,10,9,8087,0,124,-219,-206,0,0,0,81
78960,15,13,8087,0,125,-218,-257,0,0,0,80
78980,19,17,8087,0,126,-217,-164,0,0,0,80
79000,27,25,8087,0,128,-215,-93,0,0,0,80
79020,34,33,8059,0,130,-212,56,0,0,0,80
79040,42,41,8045,0,133,-209,-82,0,0,0,80
79060,33,32,8031,0,136,-205,-1195,0,0,0,80
79080,27,26,8087,0,140,-200,-1927,0,0,0,81
79100,23,23,8087,0,144,-196,-2913,0,0,0,80
79120,15,15,8114,0,147,-192,-3717,0,0,0,81
79140,12,12,8100,0,150,-189,-4412,0,0,0,80
79160,5,5,8114,0,152,-186,-4993,0,0,0,80
79180,2,2,8100,0,153,-184,-5298,0,0,0,80
79200,-3,-3,8128,0,154,-183,-5564,0,0,0,80
79220,-5,-4,8087,0,154,-183,-5482,0,0,0,80
79240,-10,-10,8100,0,153,-184,-5420,0,0,0,80
79260,-11,-11,8100,0,153,-184,-5343,0,0,0,80
79280,-15,-15,8100,0,151,-185,-5384,0,0,0,80
79300,-20,-20,8087,0,150,-187,-5405,0,0,0,80
79320,-27,-27,8059,0,148,-189,-5528,0,0,0,80
79340,-36,-36,8045,0,145,-192,-5634,0,0,0,80
79360,-41,-41,8017,0,143,-195,-5297,0,0,0,80
79380,-29,-29,8003,0,139,-199,-4155,0,0,0,80
79400,-24,-24,8087,0,135,-203,-3427,0,0,0,80
79420,-18,-18,8100,0,132,-207,-2350,0,0,0,80
79440,-11,-11,8100,0,129,-211,-1664,0,0,0,81
79460,-7,-8,8087,0,127,-213,-1058,0,0,0,81
79480,0,0,8100,0,126,-215,-610,0,0,0,80
79500,3,1,8087,0,126,-216,-541,0,0,0,80
79520,8,6,8087,0,126,-216,-418,0,0,0,80
79540,9,8,8087,0,126,-216,-537,0,0,0,80
79560,12,11,8073,0,127,-215,-546,0,0,0,81
79580,15,13,8087,0,128,-214,-570,0,0,0,81
79600,20,18,8073,0,129,-213,-492,0,0,0,81
79620,26,25,8087,0,131,-211,-415,0,0,0,80
79640,34,33,8073,0,133,-208,-289,0,0,0,81
79660,39,38,8045,0,136,-205,-646,0,0,0,81
79680,29,28,8045,0,139,-201,-1671,0,0,0,80
79700,24,24,8087,0,143,-197,-2384,0,0,0,81
79720,20,19,8100,0,147,-193,-3404,0,0,0,81
79740,12,12,8114,0,149,-189,-4080,0,0,0,81
79760,7,7,8100,0,152,-187,-4732,0,0,0,80
79780,1,1,8114,0,153,-185,-5230,0,0,0,81
79800,-2,-2,8142,0,154,-184,-5435,0,0,0,80
79820,-6,-5,8100,0,154,-183,-5533,0,0,0,80
79840,-8,-8,8087,0,154,-184,-5426,0,0,0,80
79860,-13,-12,8114,0,153,-184,-5431,0,0,0,80
79880,-16,-15,8087,0,152,-185,-5435,0,0,0,80
79900,-22,-22,8073,0,150,-187,-5521,0,0,0,80
79920,-29,-29,8073,0,148,-189,-5611,0,0,0,80
79940,-37,-37,8059,0,145,-192,-5773,0,0,0,80
79960,-42,-42,8031,0,142,-195,-5261,0,0,0,80
79980,-30,-30,8045,0,139,-199,-4184,0,0,0,80
80000,-26,-26,8087,0,135,-204,-3463,0,0,0,80
80020,-19,-20,8087,0,131,-208,-2367,0,0,0,80
80040,-13,-13,8100,0,128,-212,-1741,0,0,0,81
80060,-8,-9,8100,0,126,-214,-1016,0,0,0,81
80080,0,-1,8087,0,125,-216,-549,0,0,0,81
80100,2,0,8100,0,124,-218,-402,0,0,0,80
80120,6,5,8114,0,125,-218,-268,0,0,0,81
80140,10,8,8073,0,125,-218,-429,0,0,0,80
80160,11,10,8114,0,125,-217,-417,0,0,0,81
80180,16,15,8087,0,126,-216,-450,0,0,0,81
80200,22,20,8073,0,128,-214,-357,0,0,0,81
80220,28,27,8059,0,130,-212,-293,0,0,0,81
80240,37,35,8059,0,132,-209,-159,0,0,0,80
80260,40,39,8031,0,135,-206,-717,0,0,0,80
80280,28,27,8059,0,139,-202,-1725,0,0,0,80
80300,24,23,8100,0,143,-197,-2474,0,0,0,81
80320,18,18,8100,0,146,-193,-3551,0,0,0,81
80340,11,10,8114,0,149,-190,-4157,0,0,0,81
80360,7,7,8100,0,151,-187,-4854,0,0,0,80
80380,1,1,8114,0,152,-185,-5216,0,0,0,80
80400,0,0,8114,0,153,-184,-5421,0,0,0,80
80420,-6,-6,8100,0,153,-184,-5491,0,0,0,80
80440,-9,-9,8100,0,153,-185,-5376,0,0,0,80
80460,-11,-11,8087,0,152,-186,-5373,0,0,0,80
80480,-16,-16,8087,0,151,-187,-5357,0,0,0,80
80500,-21,-21,8073,0,150,-188,-5435,0,0,0,80
80520,-28,-28,8087,0,148,-190,-5509,0,0,0,80
80540,-37,-37,8073,0,145,-193,-5652,0,0,0,80
80560,-41,-41,8003,0,142,-196,-5115,0,0,0,80
80580,-28,-28,8031,0,138,-201,-4023,0,0,0,80
80600,-23,-24,8073,0,134,-205,-3291,0,0,0,81
80620,-17,-18,8059,0,131,-209,-2223,0,0,0,81
80640,-9,-10,8087,0,128,-212,-1546,0,0,0,81
80660,-4,-6,8100,0,127,-214,-904,0,0,0,81
80680,1,0,8073,0,125,-216,-526,0,0,0,81
80700,4,2,8087,0,125,-217,-424,0,0,0,80
80720,8,7,8100,0,125,-217,-356,0,0,0,80
80740,14,12,8073,0,126,-216,-451,0,0,0,80
80760,17,16,8087,0,127,-215,-398,0,0,0,80
80780,21,20,8087,0,129,-213,-378,0,0,0,80
80800,29,28,8073,0,131,-211,-245,0,0,0,81
80820,38,37,8045,0,133,-208,-140,0,0,0,80
80840,42,41,8017,0,136,-205,-629,0,0,0,80
80860,31,30,8031,0,140,-200,-1698,0,0,0,80
80880,26,25,8073,0,144,-196,-2517,0,0,0,80
80900,20,19,8100,0,148,-191,-3655,0,0,0,81
80920,13,12,8114,0,151,-188,-4391,0,0,0,81
80940,8,8,8100,0,153,-185,-5111,0,0,0,81
80960,0,0,8114,0,155,-182,-5639,0,0,0,81
80980,-3,-3,8114,0,156,-181,-5884,0,0,0,80
81000,-7,-7,8087,0,156,-181,-6004,0,0,0,80
81020,-10,-10,8087,0,156,-181,-5903,0,0,0,80
81040,-15,-14,8100,0,155,-182,-5930,0,0,0,80
81060,-19,-19,8073,0,154,-183,-5952,0,0,0,80
81080,-27,-26,8100,0,152,-185,-6085,0,0,0,80
81100,-36,-36,8059,0,149,-187,-6224,0,0,0,80
81120,-46,-46,8045,0,146,-191,-6359,0,0,0,80
81140,-44,-43,7962,0,142,-195,-5280,0,0,0,80
81160,-31,-31,8073,0,138,-200,-4293,0,0,0,80
81180,-30,-30,8087,0,133,-205,-3352,0,0,0,81
81200,-21,-21,8100,0,129,-210,-2199,0,0,0,80
81220,-15,-16,8114,0,126,-214,-1529,0,0,0,81
81240,-8,-8,8087,0,123,-217,-609,0,0,0,81
81260,-1,-2,8087,0,122,-220,-176,0,0,0,81
81280,1,0,8087,0,121,-221,120,0,0,0,81
81300,9,8,8087,0,121,-222,202,0,0,0,81
81320,10,9,8087,0,121,-221,47,0,0,0,80
