Time,Data1,Data2,Battery,Motor Rev A,Motor Rev B,Motor Rev C,ADC S1,ADC S2,ADC S3,ADC S4,I2C
28320,11,13,8114,0,187,-216,-5623,0,0,0,81
28340,4,6,8100,0,191,-212,-6265,0,0,0,81
28360,0,1,8100,0,193,-210,-6867,0,0,0,82
28380,-9,-7,8087,0,194,-209,-7148,0,0,0,82
28400,-16,-14,8073,0,194,-209,-7175,0,0,0,82
28420,-18,-16,8087,0,194,-209,-7086,0,0,0,82
28440,-24,-22,8087,0,192,-211,-7101,0,0,0,82
28460,-34,-32,8059,0,190,-213,-7205,0,0,0,82
28480,-47,-45,8045,0,187,-216,-7366,0,0,0,82
28500,-60,-58,7962,0,183,-220,-7391,0,0,0,82
28520,-53,-51,7920,0,178,-226,-5934,0,0,0,82
28540,-43,-41,8045,0,172,-232,-4843,0,0,0,82
28560,-41,-39,8059,0,166,-238,-3366,0,0,0,81
28580,-28,-26,8114,0,160,-244,-1896,0,0,0,81
28600,-25,-23,8114,0,155,-250,-805,0,0,0,80
28620,-11,-9,8100,0,151,-254,550,0,0,0,80
28640,-3,-1,8114,0,147,-258,1281,0,0,0,82
28660,3,5,8128,0,146,-260,1895,0,0,0,82
28680,11,13,8100,0,145,-261,2105,0,0,0,82
28700,14,16,8100,0,145,-260,2020,0,0,0,82
28720,22,24,8073,0,147,-259,2025,0,0,0,82
28740,31,33,8045,0,149,-258,2072,0,0,0,82
28760,42,44,8045,0,152,-255,2240,0,0,0,82
28780,56,58,7990,0,156,-251,2387,0,0,0,82
28800,56,58,7920,0,161,-246,1194,0,0,0,82
28820,42,44,8017,0,167,-240,-165,0,0,0,82
28840,40,42,8059,0,173,-234,-1357,0,0,0,82
28860,32,34,8073,0,180,-228,-2964,0,0,0,82
28880,24,26,8087,0,186,-222,-4180,0,0,0,81
28900,16,18,8114,0,191,-217,-5450,0,0,0,81
28920,8,10,8100,0,195,-213,-6416,0,0,0,82
28940,0,2,8087,0,199,-209,-7165,0,0,0,82
28960,-8,-6,8100,0,200,-208,-7705,0,0,0,82
28980,-15,-13,8073,0,201,-207,-7876,0,0,0,82
29000,-20,-18,8073,0,200,-208,-7833,0,0,0,82
29020,-28,-26,8059,0,199,-209,-7766,0,0,0,82
29040,-38,-36,8045,0,197,-212,-7884,0,0,0,82
29060,-52,-50,8017,0,193,-215,-8029,0,0,0,82
29080,-64,-62,7948,0,189,-220,-7773,0,0,0,82
29100,-53,-51,7920,0,183,-226,-6150,0,0,0,82
29120,-44,-42,8045,0,177,-232,-5042,0,0,0,82
29140,-42,-40,8045,0,171,-239,-3478,0,0,0,82
29160,-31,-29,8100,0,165,-245,-2069,0,0,0,82
29180,-26,-24,8100,0,160,-251,-896,0,0,0,82
29200,-14,-12,8114,0,155,-256,443,0,0,0,82
29220,-6,-4,8100,0,151,-260,1236,0,0,0,82
29240,1,3,8100,0,149,-262,1956,0,0,0,82
29260,10,12,8073,0,148,-263,2178,0,0,0,82
29280,15,17,8087,0,148,-263,2228,0,0,0,82
29300,21,23,8073,0,149,-262,2142,0,0,0,82
29320,28,30,8059,0,152,-261,2167,0,0,0,82
29340,41,43,8045,0,155,-258,2290,0,0,0,82
29360,54,56,8003,0,159,-254,2433,0,0,0,82
29380,56,58,7934,0,163,-250,1427,0,0,0,82
29400,43,45,7990,0,169,-244,-34,0,0,0,82
29420,39,41,8059,0,176,-238,-1187,0,0,0,82
29440,33,35,8087,0,182,-232,-2738,0,0,0,82
29460,24,26,8114,0,188,-226,-3995,0,0,0,82
29480,17,19,8100,0,193,-222,-5176,0,0,0,82
29500,6,8,8100,0,197,-217,-6180,0,0,0,82
29520,0,1,8114,0,200,-214,-6889,0,0,0,82
29540,-8,-6,8100,0,202,-213,-7391,0,0,0,82
29560,-13,-11,8087,0,202,-212,-7481,0,0,0,82
29580,-18,-16,8073,0,202,-213,-7424,0,0,0,82
29600,-24,-22,8073,0,201,-214,-7347,0,0,0,82
29620,-33,-31,8059,0,199,-216,-7442,0,0,0,82
29640,-46,-44,8031,0,195,-219,-7545,0,0,0,82
29660,-58,-56,7976,0,192,-223,-7626,0,0,0,82
29680,-54,-52,7934,0,187,-228,-6245,0,0,0,82
29700,-41,-39,8031,0,181,-234,-4994,0,0,0,82
29720,-40,-38,8087,0,175,-241,-3744,0,0,0,82
29740,-30,-28,8100,0,170,-246,-2265,0,0,0,82
29760,-24,-22,8114,0,165,-252,-1217,0,0,0,82
29780,-14,-12,8100,0,160,-256,42,0,0,0,82
29800,-5,-3,8114,0,157,-260,768,0,0,0,82
29820,0,2,8087,0,155,-262,1375,0,0,0,82
29840,8,10,8100,0,154,-263,1649,0,0,0,82
29860,12,14,8073,0,155,-263,1591,0,0,0,82
29880,18,20,8087,0,155,-262,1525,0,0,0,82
29900,25,27,8073,0,157,-261,1525,0,0,0,82
29920,35,37,8073,0,160,-258,1614,0,0,0,82
29940,47,49,8017,0,163,-255,1761,0,0,0,82
29960,54,56,7990,0,167,-251,1199,0,0,0,82
29980,39,41,7990,0,173,-246,-249,0,0,0,82
30000,35,37,8100,0,179,-240,-1360,0,0,0,82
30020,30,32,8073,0,184,-235,-2726,0,0,0,82
30040,18,20,8114,0,189,-230,-3926,0,0,0,82
30060,14,16,8100,0,194,-226,-4949,0,0,0,82
30080,5,7,8100,0,197,-223,-5811,0,0,0,82
30100,-1,0,8100,0,200,-220,-6363,0,0,0,82
30120,-8,-6,8114,0,201,-219,-6756,0,0,0,82
30140,-13,-11,8087,0,201,-219,-6736,0,0,0,82
30160,-15,-13,8073,0,200,-220,-6642,0,0,0,82
30180,-21,-19,8100,0,199,-221,-6585,0,0,0,82
30200,-29,-27,8073,0,197,-223,-6643,0,0,0,82
30220,-40,-38,8059,0,195,-226,-6725,0,0,0,82
30240,-51,-49,8017,0,191,-229,-6814,0,0,0,82
30260,-49,-47,7962,0,187,-234,-5605,0,0,0,82
30280,-36,-34,8045,0,182,-239,-4524,0,0,0,82
30300,-34,-32,8073,0,177,-244,-3457,0,0,0,82
30320,-24,-22,8073,0,172,-249,-2114,0,0,0,82
30340,-18,-16,8087,0,168,-254,-1230,0,0,0,82
30360,-9,-7,8128,0,165,-257,-122,0,0,0,82
30380,-1,0,8087,0,162,-260,400,0,0,0,82
30400,2,4,8100,0,161,-261,810,0,0,0,82
30420,12,14,8100,0,161,-261,976,0,0,0,82
30440,13,15,8087,0,161,-261,872,0,0,0,82
30460,19,21,8087,0,163,-259,912,0,0,0,82
30480,27,29,8059,0,165,-258,947,0,0,0,82
30500,37,39,8045,0,167,-255,1126,0,0,0,82
30520,49,51,8003,0,171,-252,1229,0,0,0,82
30540,48,50,7976,0,175,-247,144,0,0,0,82
30560,36,38,8059,0,181,-242,-1063,0,0,0,82
30580,31,33,8073,0,187,-237,-2145,0,0,0,82
30600,24,26,8073,0,192,-232,-3491,0,0,0,82
30620,18,20,8128,0,197,-227,-4479,0,0,0,82
30640,10,12,8087,0,201,-224,-5482,0,0,0,82
30660,1,3,8087,0,203,-221,-6195,0,0,0,82
30680,-3,-1,8100,0,205,-219,-6610,0,0,0,82
30700,-9,-7,8087,0,206,-218,-6827,0,0,0,82
30720,-13,-11,8087,0,205,-219,-6773,0,0,0,82
30740,-19,-17,8087,0,205,-219,-6728,0,0,0,82
30760,-25,-23,8073,0,203,-221,-6773,0,0,0,82
30780,-34,-32,8059,0,201,-223,-6891,0,0,0,82
30800,-47,-45,8031,0,198,-227,-7066,0,0,0,82
30820,-56,-54,7962,0,194,-231,-6724,0,0,0,82
30840,-46,-44,7990,0,189,-236,-5385,0,0,0,82
30860,-39,-37,8017,0,184,-242,-4432,0,0,0,82
30880,-33,-31,8087,0,179,-247,-3030,0,0,0,82
30900,-23,-21,8100,0,173,-252,-1918,0,0,0,82
30920,-19,-17,8087,0,169,-257,-896,0,0,0,82
30940,-9,-7,8100,0,166,-261,71,0,0,0,82
30960,-4,-2,8100,0,163,-263,490,0,0,0,82
30980,3,5,8100,0,162,-265,973,0,0,0,82
31000,9,11,8087,0,162,-265,975,0,0,0,82
31020,11,13,8100,0,163,-265,888,0,0,0,82
31040,17,19,8087,0,164,-264,809,0,0,0,82
31060,23,25,8087,0,165,-262,832,0,0,0,82
31080,31,33,8073,0,168,-260,905,0,0,0,82
31100,42,44,8059,0,171,-257,1038,0,0,0,82
31120,47,49,7976,0,175,-253,415,0,0,0,82
31140,35,37,8017,0,180,-249,-919,0,0,0,82
31160,28,30,8087,0,185,-244,-1908,0,0,0,82
31180,23,25,8100,0,190,-239,-3186,0,0,0,82
31200,15,17,8100,0,194,-235,-4097,0,0,0,82
31220,10,12,8114,0,198,-232,-4936,0,0,0,82
31240,2,4,8100,0,200,-230,-5585,0,0,0,82
31260,-3,-1,8100,0,202,-228,-5910,0,0,0,82
31280,-9,-7,8100,0,202,-228,-6073,0,0,0,82
31300,-12,-10,8087,0,202,-228,-5921,0,0,0,82
31320,-13,-11,8087,0,201,-229,-5856,0,0,0,82
31340,-17,-15,8087,0,200,-230,-5807,0,0,0,82
31360,-23,-21,8073,0,199,-232,-5860,0,0,0,82
31380,-32,-30,8059,0,197,-234,-5930,0,0,0,82
31400,-41,-39,8045,0,194,-237,-6028,0,0,0,82
31420,-43,-41,8017,0,191,-241,-5324,0,0,0,82
31440,-32,-30,8031,0,187,-245,-4311,0,0,0,82
31460,-28,-26,8100,0,183,-249,-3465,0,0,0,82
31480,-20,-18,8100,0,179,-253,-2326,0,0,0,82
31500,-13,-11,8100,0,175,-257,-1621,0,0,0,82
31520,-9,-7,8087,0,173,-259,-903,0,0,0,82
31540,-2,0,8100,0,171,-261,-443,0,0,0,82
31560,2,4,8087,0,170,-262,-225,0,0,0,82
31580,7,9,8087,0,170,-262,-123,0,0,0,82
31600,10,12,8073,0,171,-262,-225,0,0,0,82
31620,12,14,8087,0,172,-261,-188,0,0,0,82
31640,19,21,8087,0,173,-260,-180,0,0,0,82
31660,25,27,8059,0,175,-258,-57,0,0,0,82
31680,34,36,8059,0,178,-256,56,0,0,0,82
31700,44,46,8031,0,181,-253,104,0,0,0,82
31720,38,40,8003,0,185,-249,-1005,0,0,0,82
31740,27,29,8059,0,190,-244,-2017,0,0,0,82
31760,25,27,8087,0,195,-240,-2972,0,0,0,82
31780,15,17,8087,0,199,-236,-4069,0,0,0,82
31800,10,12,8100,0,202,-233,-4805,0,0,0,82
31820,3,5,8087,0,205,-230,-5496,0,0,0,82
31840,-1,0,8100,0,206,-229,-5760,0,0,0,82
31860,-4,-2,8100,0,207,-228,-6002,0,0,0,82
31880,-9,-7,8100,0,207,-228,-5927,0,0,0,82
31900,-12,-10,8087,0,207,-229,-5874,0,0,0,82
31920,-17,-15,8073,0,206,-230,-5883,0,0,0,82
31940,-22,-20,8059,0,205,-231,-5932,0,0,0,82
31960,-30,-28,8059,0,203,-234,-6063,0,0,0,82
31980,-40,-38,8045,0,200,-237,-6225,0,0,0,82
32000,-48,-46,8003,0,197,-240,-6085,0,0,0,82
32020,-41,-39,7976,0,192,-244,-4981,0,0,0,82
32040,-33,-31,8031,0,188,-249,-4096,0,0,0,82
32060,-29,-27,8073,0,183,-254,-2920,0,0,0,82
32080,-18,-16,8087,0,179,-258,-1927,0,0,0,82
32100,-15,-13,8114,0,176,-262,-1228,0,0,0,82
32120,-9,-7,8087,0,173,-265,-488,0,0,0,82
32140,-3,-1,8100,0,171,-267,-131,0,0,0,82
32160,2,4,8100,0,170,-268,138,0,0,0,82
32180,6,8,8087,0,170,-268,140,0,0,0,82
32200,9,11,8087,0,171,-267,29,0,0,0,82
32220,13,15,8087,0,171,-267,-5,0,0,0,82
32240,17,19,8087,0,173,-265,-14,0,0,0,82
32260,24,26,8073,0,175,-264,58,0,0,0,82
32280,33,35,8059,0,177,-261,163,0,0,0,82
32300,43,45,8045,0,180,-258,272,0,0,0,82
32320,40,42,8003,0,184,-254,-777,0,0,0,82
32340,28,30,8059,0,189,-250,-1798,0,0,0,82
32360,26,28,8087,0,193,-246,-2779,0,0,0,82
32380,15,17,8100,0,198,-242,-3934,0,0,0,82
32400,10,12,8114,0,201,-238,-4662,0,0,0,82
32420,3,5,8100,0,204,-236,-5342,0,0,0,82
32440,-1,0,8087,0,205,-235,-5627,0,0,0,82
32460,-5,-3,8128,0,206,-234,-5824,0,0,0,82
32480,-9,-7,8087,0,206,-235,-5727,0,0,0,82
32500,-13,-11,8100,0,205,-235,-5650,0,0,0,82
32520,-16,-14,8100,0,204,-237,-5639,0,0,0,82
32540,-22,-20,8100,0,203,-238,-5678,0,0,0,82
32560,-29,-27,8087,0,201,-240,-5773,0,0,0,82
32580,-39,-37,8045,0,199,-243,-5900,0,0,0,82
32600,-44,-42,7990,0,195,-246,-5553,0,0,0,82
32620,-35,-33,8003,0,191,-251,-4473,0,0,0,82
32640,-27,-25,8073,0,187,-255,-3626,0,0,0,82
32660,-21,-19,8087,0,183,-259,-2498,0,0,0,82
32680,-14,-12,8087,0,180,-262,-1772,0,0,0,82
32700,-11,-9,8100,0,177,-265,-1148,0,0,0,82
32720,-4,-2,8087,0,175,-267,-678,0,0,0,82
32740,0,1,8114,0,175,-268,-483,0,0,0,82
32760,4,6,8087,0,174,-268,-359,0,0,0,82
32780,8,10,8073,0,175,-268,-493,0,0,0,82
32800,9,11,8087,0,176,-268,-508,0,0,0,82
32820,13,15,8087,0,177,-267,-531,0,0,0,82
32840,18,20,8073,0,178,-266,-464,0,0,0,82
32860,25,27,8087,0,180,-264,-393,0,0,0,82
32880,32,34,8059,0,183,-262,-237,0,0,0,82
32900,41,43,8045,0,186,-258,-409,0,0,0,82
32920,33,35,8031,0,190,-254,-1511,0,0,0,82
32940,25,27,8059,0,194,-250,-2296,0,0,0,82
32960,20,22,8087,0,198,-247,-3327,0,0,0,82
32980,10,12,8100,0,201,-243,-4243,0,0,0,82
33000,6,8,8100,0,204,-241,-4860,0,0,0,82
33020,0,1,8100,0,206,-239,-5318,0,0,0,82
33040,-2,0,8100,0,207,-238,-5452,0,0,0,82
33060,-6,-4,8128,0,207,-238,-5548,0,0,0,82
33080,-10,-8,8073,0,207,-239,-5415,0,0,0,82
33100,-14,-12,8087,0,206,-239,-5442,0,0,0,82
33120,-18,-16,8100,0,205,-241,-5428,0,0,0,82
33140,-24,-22,8087,0,203,-242,-5545,0,0,0,82
33160,-32,-30,8073,0,201,-245,-5657,0,0,0,82
33180,-41,-39,8045,0,198,-248,-5842,0,0,0,82
33200,-44,-42,8031,0,195,-251,-5160,0,0,0,82
33220,-29,-27,8017,0,191,-255,-4135,0,0,0,82
33240,-28,-26,8087,0,187,-260,-3348,0,0,0,82
33260,-20,-18,8087,0,183,-263,-2311,0,0,0,82
33280,-15,-13,8100,0,180,-267,-1680,0,0,0,82
33300,-10,-8,8087,0,177,-269,-1036,0,0,0,82
33320,-4,-2,8073,0,175,-271,-623,0,0,0,82
33340,0,1,8114,0,175,-272,-421,0,0,0,82
33360,4,6,8087,0,175,-272,-375,0,0,0,82
33380,7,9,8073,0,175,-272,-497,0,0,0,82
33400,7,9,8087,0,176,-272,-545,0,0,0,82
33420,12,14,8073,0,177,-271,-571,0,0,0,82
33440,16,18,8073,0,178,-270,-508,0,0,0,82
33460,23,25,8059,0,180,-268,-446,0,0,0,82
33480,30,32,8059,0,182,-266,-297,0,0,0,82
33500,38,40,8045,0,185,-263,-293,0,0,0,82
33520,34,36,8003,0,189,-260,-1248,0,0,0,82
33540,23,25,8073,0,193,-256,-2137,0,0,0,82
33560,22,24,8087,0,197,-252,-2953,0,0,0,82
33580,13,15,8100,0,200,-249,-3935,0,0,0,82
33600,7,9,8100,0,203,-246,-4513,0,0,0,82
33620,1,3,8100,0,205,-244,-5047,0,0,0,82
33640,-2,0,8100,0,206,-243,-5214,0,0,0,82
33660,-4,-2,8128,0,206,-243,-5287,0,0,0,82
33680,-8,-6,8073,0,206,-244,-5160,0,0,0,82
33700,-11,-9,8100,0,205,-244,-5107,0,0,0,82
33720,-12,-10,8100,0,205,-245,-5078,0,0,0,82
33740,-17,-15,8100,0,204,-246,-5115,0,0,0,82
33760,-22,-20,8073,0,202,-248,-5172,0,0,0,82
33780,-29,-27,8073,0,200,-250,-5278,0,0,0,82
33800,-38,-36,8045,0,197,-253,-5339,0,0,0,82
33820,-36,-34,8017,0,194,-256,-4680,0,0,0,82
33840,-26,-24,8045,0,191,-260,-3800,0,0,0,82
33860,-23,-21,8087,0,187,-263,-3108,0,0,0,82
33880,-16,-14,8087,0,184,-266,-2216,0,0,0,82
33900,-10,-8,8087,0,182,-269,-1671,0,0,0,82
33920,-6,-4,8114,0,180,-271,-1174,0,0,0,82
33940,-1,0,8087,0,179,-272,-908,0,0,0,82
33960,2,4,8073,0,179,-272,-867,0,0,0,82
33980,5,7,8100,0,179,-272,-889,0,0,0,82
34000,5,7,8087,0,179,-272,-942,0,0,0,82
34020,5,7,8073,0,179,-272,-963,0,0,0,82
34040,8,10,8100,0,180,-271,-931,0,0,0,82
34060,14,16,8087,0,181,-271,-858,0,0,0,82
34080,18,20,8059,0,183,-270,-765,0,0,0,82
34100,24,26,8087,0,184,-268,-623,0,0,0,82
34120,33,35,8073,0,187,-266,-454,0,0,0,82
34140,40,42,8003,0,190,-263,-514,0,0,0,82
34160,33,35,8003,0,194,-259,-1550,0,0,0,82
34180,24,26,8059,0,198,-255,-2388,0,0,0,82
34200,21,23,8087,0,202,-251,-3280,0,0,0,82
34220,13,15,8073,0,205,-247,-4196,0,0,0,82
34240,8,10,8100,0,208,-245,-4699,0,0,0,82
34260,2,4,8100,0,210,-243,-5289,0,0,0,82
34280,-2,0,8114,0,211,-242,-5451,0,0,0,82
34300,-7,-5,8073,0,211,-242,-5572,0,0,0,82
34320,-10,-8,8114,0,211,-242,-5423,0,0,0,82
34340,-12,-10,8087,0,210,-243,-5384,0,0,0,82
34360,-18,-16,8087,0,209,-245,-5379,0,0,0,82
34380,-22,-20,8087,0,208,-246,-5427,0,0,0,82
34400,-30,-28,8087,0,206,-249,-5531,0,0,0,82
34420,-38,-36,8045,0,203,-251,-5570,0,0,0,82
34440,-37,-35,8031,0,200,-254,-4910,0,0,0,82
34460,-27,-25,8059,0,196,-258,-3972,0,0,0,82
34480,-23,-21,8087,0,193,-262,-3332,0,0,0,82
34500,-17,-15,8087,0,189,-265,-2410,0,0,0,82
34520,-11,-9,8100,0,187,-268,-1856,0,0,0,82
34540,-8,-6,8100,0,185,-270,-1403,0,0,0,82
34560,-2,0,8073,0,184,-271,-1140,0,0,0,82
34580,1,3,8087,0,184,-271,-1078,0,0,0,82
34600,4,6,8087,0,184,-271,-1152,0,0,0,82
34620,2,4,8087,0,184,-271,-1294,0,0,0,82
34640,4,6,8087,0,185,-271,-1378,0,0,0,82
34660,4,6,8100,0,185,-270,-1450,0,0,0,82
34680,8,10,8073,0,186,-270,-1464,0,0,0,82
34700,9,11,8073,0,187,-270,-1487,0,0,0,82
34720,11,13,8100,0,188,-269,-1456,0,0,0,82
34740,15,17,8087,0,189,-268,-1429,0,0,0,82
34760,19,21,8073,0,191,-267,-1358,0,0,0,82
34780,24,26,8059,0,193,-265,-1344,0,0,0,82
34800,24,26,8073,0,195,-262,-1657,0,0,0,82
34820,18,20,8073,0,198,-260,-2369,0,0,0,82
34840,12,14,8100,0,200,-258,-2897,0,0,0,82
34860,9,11,8100,0,202,-256,-3423,0,0,0,82
34880,3,5,8100,0,203,-254,-3811,0,0,0,82
34900,0,2,8114,0,204,-253,-4005,0,0,0,82
34920,0,1,8087,0,205,-253,-4080,0,0,0,82
34940,-1,0,8087,0,205,-253,-4036,0,0,0,82
34960,-5,-3,8128,0,205,-254,-4034,0,0,0,82
34980,-7,-5,8100,0,204,-254,-4015,0,0,0,82
35000,-8,-6,8100,0,204,-254,-4049,0,0,0,82
35020,-7,-5,8073,0,204,-254,-4079,0,0,0,82
35040,-9,-7,8100,0,204,-255,-4157,0,0,0,82
35060,-11,-9,8087,0,204,-256,-4256,0,0,0,82
35080,-16,-14,8100,0,203,-257,-4383,0,0,0,82
35100,-22,-20,8087,0,202,-258,-4538,0,0,0,82
35120,-28,-26,8073,0,200,-260,-4725,0,0,0,82
35140,-36,-34,8059,0,197,-263,-4841,0,0,0,82
35160,-39,-37,8017,0,194,-266,-4568,0,0,0,82
35180,-33,-31,8031,0,191,-269,-3693,0,0,0,82
35200,-26,-24,8059,0,187,-273,-2965,0,0,0,82
35220,-20,-18,8073,0,183,-276,-2147,0,0,0,82
35240,-13,-11,8087,0,180,-279,-1415,0,0,0,82
35260,-9,-7,8073,0,178,-282,-947,0,0,0,82
35280,-4,-2,8087,0,176,-283,-523,0,0,0,82
35300,-1,0,8073,0,175,-284,-424,0,0,0,82
35320,1,3,8100,0,175,-284,-423,0,0,0,82
35340,6,8,8100,0,176,-283,-528,0,0,0,82
35360,8,10,8087,0,176,-283,-583,0,0,0,82
35380,9,11,8073,0,177,-282,-602,0,0,0,82
35400,14,16,8073,0,178,-282,-539,0,0,0,82
35420,18,20,8073,0,180,-280,-484,0,0,0,82
35440,25,27,8073,0,182,-278,-332,0,0,0,82
35460,33,35,8045,0,185,-276,-196,0,0,0,82
35480,36,38,8045,0,188,-273,-687,0,0,0,82
35500,26,28,8059,0,191,-270,-1538,0,0,0,82
35520,23,25,8087,0,195,-266,-2209,0,0,0,82
35540,17,19,8073,0,199,-263,-3171,0,0,0,82
35560,11,13,8114,0,202,-260,-3700,0,0,0,82
35580,6,8,8087,0,204,-258,-4311,0,0,0,82
35600,1,3,8114,0,205,-256,-4527,0,0,0,82
35620,-1,0,8114,0,206,-256,-4657,0,0,0,82
35640,-6,-4,8128,0,206,-256,-4598,0,0,0,82
35660,-5,-3,8087,0,206,-256,-4417,0,0,0,82
35680,-7,-5,8100,0,205,-257,-4335,0,0,0,82
35700,-9,-7,8100,0,205,-257,-4229,0,0,0,82
35720,-10,-8,8100,0,204,-258,-4229,0,0,0,82
35740,-14,-12,8087,0,204,-259,-4193,0,0,0,82
35760,-17,-15,8100,0,203,-261,-4259,0,0,0,82
35780,-22,-20,8087,0,201,-262,-4300,0,0,0,82
35800,-28,-26,8059,0,199,-264,-4349,0,0,0,82
35820,-30,-28,8059,0,197,-266,-4103,0,0,0,82
35840,-24,-22,8031,0,194,-269,-3402,0,0,0,82
35860,-17,-15,8073,0,192,-272,-2810,0,0,0,82
35880,-14,-12,8073,0,189,-274,-2242,0,0,0,82
35900,-7,-5,8100,0,188,-276,-1681,0,0,0,82
35920,-4,-2,8087,0,187,-277,-1490,0,0,0,82
35940,1,3,8100,0,187,-277,-1283,0,0,0,82
35960,3,5,8073,0,187,-277,-1372,0,0,0,82
35980,2,4,8087,0,187,-277,-1403,0,0,0,82
36000,4,6,8100,0,188,-277,-1422,0,0,0,82
36020,4,6,8073,0,189,-277,-1420,0,0,0,82
36040,7,9,8073,0,189,-277,-1373,0,0,0,82
36060,7,9,8087,0,190,-277,-1314,0,0,0,82
36080,10,12,8073,0,191,-277,-1231,0,0,0,82
36100,13,15,8073,0,192,-276,-1099,0,0,0,82
36120,18,20,8087,0,194,-275,-960,0,0,0,82
36140,23,25,8073,0,195,-274,-850,0,0,0,82
36160,26,28,8073,0,197,-272,-949,0,0,0,82
36180,27,29,8059,0,200,-269,-1068,0,0,0,82
36200,28,30,8059,0,202,-266,-1542,0,0,0,82
36220,20,22,8059,0,205,-263,-2185,0,0,0,82
36240,20,22,8087,0,208,-260,-2653,0,0,0,82
36260,14,16,8087,0,211,-257,-3364,0,0,0,82
36280,10,12,8114,0,213,-255,-3691,0,0,0,82
36300,8,10,8087,0,215,-253,-4062,0,0,0,82
36320,2,4,8100,0,216,-252,-4242,0,0,0,82
36340,0,1,8100,0,216,-252,-4292,0,0,0,82
36360,-3,-1,8114,0,216,-252,-4194,0,0,0,82
36380,-2,0,8073,0,216,-252,-4027,0,0,0,82
36400,-2,0,8128,0,216,-253,-3947,0,0,0,82
36420,-3,-1,8087,0,216,-253,-3826,0,0,0,82
36440,-2,0,8087,0,216,-253,-3775,0,0,0,82
36460,-2,0,8100,0,216,-252,-3709,0,0,0,82
36480,0,1,8128,0,216,-252,-3720,0,0,0,82
36500,-1,0,8087,0,216,-252,-3686,0,0,0,82
36520,-2,0,8114,0,216,-252,-3722,0,0,0,82
36540,-3,-1,8114,0,216,-252,-3749,0,0,0,82
36560,-4,-2,8100,0,216,-252,-3809,0,0,0,82
36580,-7,-5,8087,0,216,-253,-3869,0,0,0,82
36600,-9,-7,8087,0,215,-253,-3961,0,0,0,82
36620,-11,-9,8087,0,215,-253,-4069,0,0,0,82
36640,-12,-10,8073,0,215,-254,-4201,0,0,0,82
36660,-17,-15,8087,0,214,-255,-4345,0,0,0,82
36680,-23,-21,8087,0,213,-257,-4528,0,0,0,82
36700,-30,-28,8087,0,211,-259,-4723,0,0,0,82
36720,-37,-35,8045,0,208,-262,-4799,0,0,0,82
36740,-36,-34,8031,0,205,-265,-4245,0,0,0,82
36760,-28,-26,8073,0,201,-268,-3539,0,0,0,82
36780,-25,-23,8087,0,198,-272,-2930,0,0,0,82
36800,-19,-17,8087,0,195,-275,-2112,0,0,0,82
36820,-12,-10,8087,0,192,-278,-1633,0,0,0,82
36840,-9,-7,8100,0,191,-280,-1116,0,0,0,82
36860,-3,-1,8087,0,189,-281,-834,0,0,0,82
36880,0,1,8114,0,189,-281,-802,0,0,0,82
36900,3,5,8087,0,189,-281,-889,0,0,0,82
36920,3,5,8100,0,190,-281,-1037,0,0,0,82
36940,4,6,8087,0,190,-280,-1094,0,0,0,82
36960,8,10,8100,0,191,-280,-1143,0,0,0,82
36980,8,10,8100,0,192,-280,-1126,0,0,0,82
37000,12,14,8087,0,193,-279,-1105,0,0,0,82
37020,16,18,8100,0,194,-278,-1019,0,0,0,82
37040,21,23,8087,0,196,-276,-930,0,0,0,82
37060,27,29,8059,0,198,-274,-836,0,0,0,82
37080,28,30,8031,0,201,-272,-1218,0,0,0,82
37100,19,21,8059,0,203,-269,-1911,0,0,0,82
37120,16,18,8087,0,206,-266,-2372,0,0,0,82
37140,14,16,8087,0,208,-264,-2966,0,0,0,82
37160,9,11,8087,0,210,-262,-3320,0,0,0,82
37180,6,8,8087,0,211,-261,-3647,0,0,0,82
37200,2,4,8073,0,212,-260,-3769,0,0,0,82
37220,3,5,8100,0,213,-259,-3772,0,0,0,82
37240,-1,0,8087,0,213,-260,-3639,0,0,0,82
37260,0,1,8114,0,212,-260,-3488,0,0,0,82
37280,-2,0,8100,0,212,-260,-3386,0,0,0,82
37300,0,1,8128,0,212,-260,-3260,0,0,0,82
37320,0,2,8087,0,212,-260,-3187,0,0,0,82
37340,1,3,8100,0,212,-260,-3067,0,0,0,82
37360,1,3,8114,0,212,-260,-2991,0,0,0,82
37380,2,4,8100,0,212,-260,-2896,0,0,0,82
37400,2,4,8087,0,212,-260,-2821,0,0,0,82
37420,2,4,8100,0,212,-260,-2735,0,0,0,82
37440,3,5,8114,0,212,-260,-2669,0,0,0,82
37460,5,7,8100,0,213,-260,-2592,0,0,0,82
37480,6,8,8073,0,213,-260,-2523,0,0,0,82
37500,5,7,8114,0,213,-260,-2434,0,0,0,82
37520,5,7,8100,0,213,-260,-2353,0,0,0,82
37540,6,8,8087,0,213,-260,-2265,0,0,0,82
37560,6,8,8100,0,213,-260,-2173,0,0,0,82
37580,7,9,8087,0,213,-260,-2066,0,0,0,82
37600,8,10,8100,0,213,-260,-1950,0,0,0,82
37620,9,11,8087,0,213,-260,-1827,0,0,0,82
37640,10,12,8100,0,213,-260,-1685,0,0,0,82
37660,14,16,8073,0,213,-259,-1534,0,0,0,82
37680,15,17,8087,0,213,-259,-1365,0,0,0,82
37700,15,17,8073,0,213,-259,-1196,0,0,0,82
37720,17,19,8059,0,214,-259,-1109,0,0,0,82
